redwall;0;0;800;20
redwall;0;0;20;600
redwall;780;0;800;600
redwall;0;580;800;600
cursor;760;560

#20 50 750 580 1
redwall;20;50;20;51
redwall;20;51;21;52
redwall;20;52;23;53
redwall;20;53;24;54
redwall;20;54;26;55
redwall;20;55;27;56
redwall;20;56;28;57
redwall;20;57;30;58
redwall;20;58;31;59
redwall;20;59;32;60
redwall;20;60;34;61
redwall;20;61;35;62
redwall;20;62;37;63
redwall;20;63;38;64
redwall;20;64;39;65
redwall;20;65;41;66
redwall;20;66;42;67
redwall;20;67;43;68
redwall;20;68;45;69
redwall;20;69;46;70
redwall;20;70;48;71
redwall;20;71;49;72
redwall;20;72;50;73
redwall;20;73;52;74
redwall;20;74;53;75
redwall;20;75;54;76
redwall;20;76;56;77
redwall;20;77;57;78
redwall;20;78;59;79
redwall;20;79;60;80
redwall;20;80;61;81
redwall;20;81;63;82
redwall;20;82;64;83
redwall;20;83;65;84
redwall;20;84;67;85
redwall;20;85;68;86
redwall;20;86;70;87
redwall;20;87;71;88
redwall;20;88;72;89
redwall;20;89;74;90
redwall;20;90;75;91
redwall;20;91;76;92
redwall;20;92;78;93
redwall;20;93;79;94
redwall;20;94;81;95
redwall;20;95;82;96
redwall;20;96;83;97
redwall;20;97;85;98
redwall;20;98;86;99
redwall;20;99;87;100
redwall;20;100;89;101
redwall;20;101;90;102
redwall;20;102;92;103
redwall;20;103;93;104
redwall;20;104;94;105
redwall;20;105;96;106
redwall;20;106;97;107
redwall;20;107;99;108
redwall;20;108;100;109
redwall;20;109;101;110
redwall;20;110;103;111
redwall;20;111;104;112
redwall;20;112;105;113
redwall;20;113;107;114
redwall;20;114;108;115
redwall;20;115;110;116
redwall;20;116;111;117
redwall;20;117;112;118
redwall;20;118;114;119
redwall;20;119;115;120
redwall;20;120;116;121
redwall;20;121;118;122
redwall;20;122;119;123
redwall;20;123;121;124
redwall;20;124;122;125
redwall;20;125;123;126
redwall;20;126;125;127
redwall;20;127;126;128
redwall;20;128;127;129
redwall;20;129;129;130
redwall;20;130;130;131
redwall;20;131;132;132
redwall;20;132;133;133
redwall;20;133;134;134
redwall;20;134;136;135
redwall;20;135;137;136
redwall;20;136;138;137
redwall;20;137;140;138
redwall;20;138;141;139
redwall;20;139;143;140
redwall;20;140;144;141
redwall;20;141;145;142
